salloc -N 1 --ntasks-per-node=2
 516  1566989605.75497842  1566989605.75497961  0.00000119
 517  1566989605.75498176  1566989605.75498295  0.00000119
 518  1566989605.75498533  1566989605.75498652  0.00000119
 519  1566989605.75498867  1566989605.75498986  0.00000119
 520  1566989605.75499225  1566989605.75499344  0.00000119
 521  1566989605.75499582  1566989605.75499701  0.00000119
 522  1566989605.75499916  1566989605.75500035  0.00000119
 523  1566989605.75500274  1566989605.75500369  0.00000095
 524  1566989605.75500607  1566989605.75500727  0.00000119
 525  1566989605.75500941  1566989605.75501060  0.00000119
 526  1566989605.75501275  1566989605.75501394  0.00000119
 527  1566989605.75501609  1566989605.75501728  0.00000119
 528  1566989605.75501966  1566989605.75502062  0.00000095
 529  1566989605.75502300  1566989605.75502419  0.00000119
 530  1566989605.75502634  1566989605.75502753  0.00000119
 531  1566989605.75502968  1566989605.75503111  0.00000143
 532  1566989605.75503325  1566989605.75503445  0.00000119
 533  1566989605.75503659  1566989605.75503778  0.00000119
 534  1566989605.75504017  1566989605.75504112  0.00000095
 535  1566989605.75504351  1566989605.75504470  0.00000119
 536  1566989605.75504684  1566989605.75504804  0.00000119
 537  1566989605.75505018  1566989605.75505137  0.00000119
 538  1566989605.75505352  1566989605.75505471  0.00000119
 539  1566989605.75505686  1566989605.75505829  0.00000143
 540  1566989605.75506043  1566989605.75506163  0.00000119
 541  1566989605.75506377  1566989605.75506496  0.00000119
 542  1566989605.75506735  1566989605.75506854  0.00000119
 543  1566989605.75507069  1566989605.75507188  0.00000119
 544  1566989605.75507402  1566989605.75507522  0.00000119
 545  1566989605.75507736  1566989605.75507855  0.00000119
 546  1566989605.75508094  1566989605.75508213  0.00000119
 547  1566989605.75508428  1566989605.75508571  0.00000143
 548  1566989605.75508785  1566989605.75508904  0.00000119
 549  1566989605.75509119  1566989605.75509238  0.00000119
 550  1566989605.75509453  1566989605.75509572  0.00000119
 551  1566989605.75509787  1566989605.75509930  0.00000143
 552  1566989605.75510144  1566989605.75510263  0.00000119
 553  1566989605.75510478  1566989605.75510597  0.00000119
 554  1566989605.75511003  1566989605.75511146  0.00000143
 555  1566989605.75511360  1566989605.75511479  0.00000119
 556  1566989605.75511694  1566989605.75511813  0.00000119
 557  1566989605.75512052  1566989605.75512171  0.00000119
 558  1566989605.75512409  1566989605.75512528  0.00000119
 559  1566989605.75512743  1566989605.75512886  0.00000143
 560  1566989605.75513124  1566989605.75513268  0.00000143
 561  1566989605.75513482  1566989605.75513601  0.00000119
 562  1566989605.75513840  1566989605.75513959  0.00000119
 563  1566989605.75514174  1566989605.75514293  0.00000119
 564  1566989605.75514531  1566989605.75514650  0.00000119
 565  1566989605.75514889  1566989605.75515008  0.00000119
 566  1566989605.75515223  1566989605.75515342  0.00000119
 567  1566989605.75515580  1566989605.75515699  0.00000119
 568  1566989605.75515938  1566989605.75516057  0.00000119
 569  1566989605.75516272  1566989605.75516391  0.00000119
 570  1566989605.75516629  1566989605.75516748  0.00000119
 571  1566989605.75516987  1566989605.75517106  0.00000119
 572  1566989605.75517321  1566989605.75517440  0.00000119
 573  1566989605.75517678  1566989605.75517797  0.00000119
 574  1566989605.75518012  1566989605.75518155  0.00000143
 575  1566989605.75518370  1566989605.75518489  0.00000119
 576  1566989605.75518727  1566989605.75518847  0.00000119
 577  1566989605.75519061  1566989605.75519180  0.00000119
 578  1566989605.75519419  1566989605.75519538  0.00000119
 579  1566989605.75519776  1566989605.75519872  0.00000095
 580  1566989605.75520110  1566989605.75520253  0.00000143
 581  1566989605.75520468  1566989605.75520587  0.00000119
 582  1566989605.75520825  1566989605.75520945  0.00000119
 583  1566989605.75521159  1566989605.75521278  0.00000119
 584  1566989605.75521517  1566989605.75521636  0.00000119
 585  1566989605.75521874  1566989605.75521994  0.00000119
 586  1566989605.75522208  1566989605.75522327  0.00000119
 587  1566989605.75522566  1566989605.75522709  0.00000143
 588  1566989605.75522947  1566989605.75523067  0.00000119
 589  1566989605.75523281  1566989605.75523400  0.00000119
 590  1566989605.75523639  1566989605.75523734  0.00000095
 591  1566989605.75523973  1566989605.75524092  0.00000119
 592  1566989605.75524330  1566989605.75524426  0.00000095
 593  1566989605.75524664  1566989605.75524783  0.00000119
 594  1566989605.75525022  1566989605.75525141  0.00000119
 595  1566989605.75525355  1566989605.75525498  0.00000143
 596  1566989605.75525737  1566989605.75525856  0.00000119
 597  1566989605.75526094  1566989605.75526214  0.00000119
 598  1566989605.75526428  1566989605.75526547  0.00000119
 599  1566989605.75526786  1566989605.75526905  0.00000119
 600  1566989605.75527120  1566989605.75527263  0.00000143
 601  1566989605.75527477  1566989605.75527596  0.00000119
 602  1566989605.75527835  1566989605.75527954  0.00000119
 603  1566989605.75528193  1566989605.75528312  0.00000119
 604  1566989605.75528526  1566989605.75528646  0.00000119
 605  1566989605.75528884  1566989605.75529003  0.00000119
 606  1566989605.75529242  1566989605.75529361  0.00000119
 607  1566989605.75529575  1566989605.75529695  0.00000119
 608  1566989605.75529933  1566989605.75530052  0.00000119
 609  1566989605.75530267  1566989605.75530410  0.00000143
 610  1566989605.75530648  1566989605.75530767  0.00000119
 611  1566989605.75530982  1566989605.75531101  0.00000119
 612  1566989605.75531316  1566989605.75531435  0.00000119
 613  1566989605.75531673  1566989605.75531793  0.00000119
 614  1566989605.75532007  1566989605.75532126  0.00000119
 615  1566989605.75532341  1566989605.75532484  0.00000143
 616  1566989605.75532699  1566989605.75532818  0.00000119
 617  1566989605.75533032  1566989605.75533152  0.00000119
 618  1566989605.75533390  1566989605.75533557  0.00000167
 619  1566989605.75533772  1566989605.75533891  0.00000119
 620  1566989605.75534129  1566989605.75534248  0.00000119
 621  1566989605.75534463  1566989605.75534582  0.00000119
 622  1566989605.75534821  1566989605.75534940  0.00000119
 623  1566989605.75535369  1566989605.75535488  0.00000119
 624  1566989605.75535727  1566989605.75535870  0.00000143
 625  1566989605.75536084  1566989605.75536203  0.00000119
 626  1566989605.75536442  1566989605.75536561  0.00000119
 627  1566989605.75536776  1566989605.75536919  0.00000143
 628  1566989605.75537133  1566989605.75537252  0.00000119
 629  1566989605.75537491  1566989605.75537610  0.00000119
 630  1566989605.75537825  1566989605.75537968  0.00000143
 631  1566989605.75538182  1566989605.75538301  0.00000119
 632  1566989605.75538540  1566989605.75538659  0.00000119
 633  1566989605.75538874  1566989605.75538993  0.00000119
 634  1566989605.75539231  1566989605.75539351  0.00000119
 635  1566989605.75539565  1566989605.75539684  0.00000119
 636  1566989605.75539923  1566989605.75540042  0.00000119
 637  1566989605.75540257  1566989605.75540376  0.00000119
 638  1566989605.75540614  1566989605.75540733  0.00000119
 639  1566989605.75540948  1566989605.75541067  0.00000119
 640  1566989605.75541306  1566989605.75541425  0.00000119
 641  1566989605.75541639  1566989605.75541759  0.00000119
 642  1566989605.75541997  1566989605.75542140  0.00000143
 643  1566989605.75542355  1566989605.75542474  0.00000119
 644  1566989605.75542712  1566989605.75542855  0.00000143
 645  1566989605.75543070  1566989605.75543189  0.00000119
 646  1566989605.75543427  1566989605.75543547  0.00000119
 647  1566989605.75543761  1566989605.75543880  0.00000119
 648  1566989605.75544119  1566989605.75544238  0.00000119
 649  1566989605.75544453  1566989605.75544596  0.00000143
 650  1566989605.75544810  1566989605.75544930  0.00000119
 651  1566989605.75545168  1566989605.75545287  0.00000119
 652  1566989605.75545526  1566989605.75545645  0.00000119
 653  1566989605.75545859  1566989605.75546026  0.00000167
 654  1566989605.75546241  1566989605.75546360  0.00000119
 655  1566989605.75546575  1566989605.75546718  0.00000143
 656  1566989605.75546932  1566989605.75547051  0.00000119
 657  1566989605.75547290  1566989605.75547409  0.00000119
 658  1566989605.75547624  1566989605.75547743  0.00000119
 659  1566989605.75547981  1566989605.75548100  0.00000119
 660  1566989605.75548315  1566989605.75548434  0.00000119
 661  1566989605.75548673  1566989605.75548792  0.00000119
 662  1566989605.75549006  1566989605.75549126  0.00000119
 663  1566989605.75549364  1566989605.75549483  0.00000119
 664  1566989605.75549698  1566989605.75549817  0.00000119
 665  1566989605.75550056  1566989605.75550175  0.00000119
 666  1566989605.75550389  1566989605.75550508  0.00000119
 667  1566989605.75550747  1566989605.75550866  0.00000119
 668  1566989605.75551105  1566989605.75551224  0.00000119
 669  1566989605.75551438  1566989605.75551581  0.00000143
 670  1566989605.75551820  1566989605.75551939  0.00000119
 671  1566989605.75552154  1566989605.75552273  0.00000119
 672  1566989605.75552511  1566989605.75552630  0.00000119
 673  1566989605.75552869  1566989605.75552988  0.00000119
 674  1566989605.75553203  1566989605.75553322  0.00000119
 675  1566989605.75553560  1566989605.75553679  0.00000119
 676  1566989605.75553894  1566989605.75554013  0.00000119
 677  1566989605.75554252  1566989605.75554371  0.00000119
 678  1566989605.75554585  1566989605.75554705  0.00000119
 679  1566989605.75554943  1566989605.75555062  0.00000119
 680  1566989605.75555277  1566989605.75555396  0.00000119
 681  1566989605.75555634  1566989605.75555754  0.00000119
 682  1566989605.75555968  1566989605.75556111  0.00000143
 683  1566989605.75556326  1566989605.75556469  0.00000143
 684  1566989605.75556684  1566989605.75556803  0.00000119
 685  1566989605.75557041  1566989605.75557160  0.00000119
 686  1566989605.75557375  1566989605.75557494  0.00000119
 687  1566989605.75557733  1566989605.75557852  0.00000119
 688  1566989605.75558090  1566989605.75558186  0.00000095
 689  1566989605.75558424  1566989605.75558543  0.00000119
 690  1566989605.75558782  1566989605.75558901  0.00000119
 691  1566989605.75559115  1566989605.75559258  0.00000143
 692  1566989605.75559497  1566989605.75559616  0.00000119
 693  1566989605.75560069  1566989605.75560188  0.00000119
 694  1566989605.75560427  1566989605.75560522  0.00000095
 695  1566989605.75560760  1566989605.75560880  0.00000119
 696  1566989605.75561094  1566989605.75561213  0.00000119
 697  1566989605.75561452  1566989605.75561571  0.00000119
 698  1566989605.75561810  1566989605.75561929  0.00000119
 699  1566989605.75562143  1566989605.75562263  0.00000119
 700  1566989605.75562501  1566989605.75562620  0.00000119
 701  1566989605.75562859  1566989605.75562978  0.00000119
 702  1566989605.75563192  1566989605.75563312  0.00000119
 703  1566989605.75563550  1566989605.75563669  0.00000119
 704  1566989605.75563908  1566989605.75564027  0.00000119
 705  1566989605.75564241  1566989605.75564361  0.00000119
 706  1566989605.75564599  1566989605.75564766  0.00000167
 707  1566989605.75564981  1566989605.75565100  0.00000119
 708  1566989605.75565338  1566989605.75565481  0.00000143
 709  1566989605.75565696  1566989605.75565815  0.00000119
 710  1566989605.75566053  1566989605.75566173  0.00000119
 711  1566989605.75566387  1566989605.75566506  0.00000119
 712  1566989605.75566745  1566989605.75566864  0.00000119
 713  1566989605.75567079  1566989605.75567245  0.00000167
 714  1566989605.75567460  1566989605.75567579  0.00000119
 715  1566989605.75567818  1566989605.75567937  0.00000119
 716  1566989605.75568151  1566989605.75568271  0.00000119
 717  1566989605.75568509  1566989605.75568628  0.00000119
 718  1566989605.75568867  1566989605.75568986  0.00000119
 719  1566989605.75569201  1566989605.75569320  0.00000119
 720  1566989605.75569558  1566989605.75569677  0.00000119
 721  1566989605.75569916  1566989605.75570035  0.00000119
 722  1566989605.75570250  1566989605.75570369  0.00000119
 723  1566989605.75570607  1566989605.75570726  0.00000119
 724  1566989605.75570941  1566989605.75571060  0.00000119
 725  1566989605.75571275  1566989605.75571394  0.00000119
 726  1566989605.75571632  1566989605.75571752  0.00000119
 727  1566989605.75571990  1566989605.75572109  0.00000119
 728  1566989605.75572324  1566989605.75572443  0.00000119
 729  1566989605.75572681  1566989605.75572801  0.00000119
 730  1566989605.75573015  1566989605.75573158  0.00000143
 731  1566989605.75573373  1566989605.75573492  0.00000119
 732  1566989605.75573730  1566989605.75573826  0.00000095
 733  1566989605.75574064  1566989605.75574183  0.00000119
 734  1566989605.75574398  1566989605.75574517  0.00000119
 735  1566989605.75574756  1566989605.75574875  0.00000119
 736  1566989605.75575113  1566989605.75575233  0.00000119
 737  1566989605.75575447  1566989605.75575566  0.00000119
 738  1566989605.75575805  1566989605.75575924  0.00000119
 739  1566989605.75576138  1566989605.75576258  0.00000119
 740  1566989605.75576496  1566989605.75576615  0.00000119
 741  1566989605.75576854  1566989605.75576973  0.00000119
 742  1566989605.75577188  1566989605.75577307  0.00000119
 743  1566989605.75577545  1566989605.75577664  0.00000119
 744  1566989605.75577879  1566989605.75578022  0.00000143
 745  1566989605.75578237  1566989605.75578356  0.00000119
 746  1566989605.75578594  1566989605.75578737  0.00000143
 747  1566989605.75578952  1566989605.75579071  0.00000119
 748  1566989605.75579309  1566989605.75579429  0.00000119
 749  1566989605.75579643  1566989605.75579762  0.00000119
 750  1566989605.75580001  1566989605.75580120  0.00000119
 751  1566989605.75580335  1566989605.75580454  0.00000119
 752  1566989605.75580668  1566989605.75580788  0.00000119
 753  1566989605.75581026  1566989605.75581145  0.00000119
 754  1566989605.75581360  1566989605.75581479  0.00000119
 755  1566989605.75581717  1566989605.75581837  0.00000119
 756  1566989605.75582075  1566989605.75582194  0.00000119
 757  1566989605.75582433  1566989605.75582528  0.00000095
 758  1566989605.75582767  1566989605.75582886  0.00000119
 759  1566989605.75583124  1566989605.75583243  0.00000119
 760  1566989605.75583482  1566989605.75583577  0.00000095
 761  1566989605.75583816  1566989605.75583935  0.00000119
 762  1566989605.75584364  1566989605.75584483  0.00000119
 763  1566989605.75584722  1566989605.75584841  0.00000119
 764  1566989605.75585079  1566989605.75585198  0.00000119
 765  1566989605.75585413  1566989605.75585532  0.00000119
 766  1566989605.75585771  1566989605.75585890  0.00000119
 767  1566989605.75586128  1566989605.75586247  0.00000119
 768  1566989605.75586462  1566989605.75586581  0.00000119
 769  1566989605.75586820  1566989605.75586939  0.00000119
 770  1566989605.75587177  1566989605.75587273  0.00000095
 771  1566989605.75587511  1566989605.75587630  0.00000119
 772  1566989605.75587869  1566989605.75588012  0.00000143
 773  1566989605.75588250  1566989605.75588369  0.00000119
 774  1566989605.75588584  1566989605.75588703  0.00000119
 775  1566989605.75588918  1566989605.75589037  0.00000119
 776  1566989605.75589275  1566989605.75589371  0.00000095
 777  1566989605.75589609  1566989605.75589728  0.00000119
 778  1566989605.75589967  1566989605.75590062  0.00000095
 779  1566989605.75590301  1566989605.75590420  0.00000119
 780  1566989605.75590634  1566989605.75590754  0.00000119
 781  1566989605.75590992  1566989605.75591111  0.00000119
 782  1566989605.75591326  1566989605.75591445  0.00000119
 783  1566989605.75591683  1566989605.75591803  0.00000119
 784  1566989605.75592041  1566989605.75592160  0.00000119
 785  1566989605.75592375  1566989605.75592494  0.00000119
 786  1566989605.75592732  1566989605.75592852  0.00000119
 787  1566989605.75593066  1566989605.75593185  0.00000119
 788  1566989605.75593424  1566989605.75593543  0.00000119
 789  1566989605.75593781  1566989605.75593901  0.00000119
 790  1566989605.75594115  1566989605.75594234  0.00000119
 791  1566989605.75594473  1566989605.75594592  0.00000119
 792  1566989605.75594807  1566989605.75594926  0.00000119
 793  1566989605.75595164  1566989605.75595260  0.00000095
 794  1566989605.75595498  1566989605.75595617  0.00000119
 795  1566989605.75595856  1566989605.75595975  0.00000119
 796  1566989605.75596213  1566989605.75596333  0.00000119
 797  1566989605.75596547  1566989605.75596690  0.00000143
 798  1566989605.75596929  1566989605.75597048  0.00000119
 799  1566989605.75597286  1566989605.75597382  0.00000095
 800  1566989605.75597620  1566989605.75597739  0.00000119
 801  1566989605.75597978  1566989605.75598097  0.00000119
 802  1566989605.75598311  1566989605.75598431  0.00000119
 803  1566989605.75598669  1566989605.75598788  0.00000119
 804  1566989605.75599003  1566989605.75599122  0.00000119
 805  1566989605.75599360  1566989605.75599480  0.00000119
 806  1566989605.75599694  1566989605.75599813  0.00000119
 807  1566989605.75600052  1566989605.75600171  0.00000119
 808  1566989605.75600386  1566989605.75600505  0.00000119
 809  1566989605.75600719  1566989605.75600839  0.00000119
 810  1566989605.75601077  1566989605.75601172  0.00000095
 811  1566989605.75601411  1566989605.75601530  0.00000119
 812  1566989605.75601745  1566989605.75601840  0.00000095
 813  1566989605.75602078  1566989605.75602198  0.00000119
 814  1566989605.75602412  1566989605.75602531  0.00000119
 815  1566989605.75602746  1566989605.75602865  0.00000119
 816  1566989605.75603080  1566989605.75603199  0.00000119
 817  1566989605.75603437  1566989605.75603557  0.00000119
 818  1566989605.75603771  1566989605.75603890  0.00000119
 819  1566989605.75604105  1566989605.75604224  0.00000119
 820  1566989605.75604439  1566989605.75604558  0.00000119
 821  1566989605.75604796  1566989605.75604916  0.00000119
 822  1566989605.75605130  1566989605.75605273  0.00000143
 823  1566989605.75605512  1566989605.75605631  0.00000119
 824  1566989605.75605845  1566989605.75605965  0.00000119
 825  1566989605.75606179  1566989605.75606298  0.00000119
 826  1566989605.75606513  1566989605.75606632  0.00000119
 827  1566989605.75606871  1566989605.75606990  0.00000119
 828  1566989605.75607204  1566989605.75607347  0.00000143
 829  1566989605.75607562  1566989605.75607681  0.00000119
 830  1566989605.75607896  1566989605.75608015  0.00000119
 831  1566989605.75608230  1566989605.75608373  0.00000143
 832  1566989605.75608778  1566989605.75608897  0.00000119
 833  1566989605.75609136  1566989605.75609255  0.00000119
 834  1566989605.75609469  1566989605.75609589  0.00000119
 835  1566989605.75609827  1566989605.75609946  0.00000119
 836  1566989605.75610161  1566989605.75610280  0.00000119
 837  1566989605.75610495  1566989605.75610614  0.00000119
 838  1566989605.75610828  1566989605.75610948  0.00000119
 839  1566989605.75611186  1566989605.75611305  0.00000119
 840  1566989605.75611520  1566989605.75611639  0.00000119
 841  1566989605.75611877  1566989605.75611997  0.00000119
 842  1566989605.75612211  1566989605.75612330  0.00000119
 843  1566989605.75612569  1566989605.75612688  0.00000119
 844  1566989605.75612903  1566989605.75613022  0.00000119
 845  1566989605.75613236  1566989605.75613356  0.00000119
 846  1566989605.75613594  1566989605.75613713  0.00000119
 847  1566989605.75613928  1566989605.75614047  0.00000119
 848  1566989605.75614285  1566989605.75614405  0.00000119
 849  1566989605.75614619  1566989605.75614738  0.00000119
 850  1566989605.75614977  1566989605.75615096  0.00000119
 851  1566989605.75615335  1566989605.75615454  0.00000119
 852  1566989605.75615668  1566989605.75615788  0.00000119
 853  1566989605.75616026  1566989605.75616145  0.00000119
 854  1566989605.75616360  1566989605.75616479  0.00000119
 855  1566989605.75616717  1566989605.75616837  0.00000119
 856  1566989605.75617075  1566989605.75617218  0.00000143
 857  1566989605.75617456  1566989605.75617576  0.00000119
 858  1566989605.75617790  1566989605.75617909  0.00000119
 859  1566989605.75618148  1566989605.75618267  0.00000119
 860  1566989605.75618482  1566989605.75618601  0.00000119
 861  1566989605.75618839  1566989605.75618958  0.00000119
 862  1566989605.75619173  1566989605.75619340  0.00000167
 863  1566989605.75619555  1566989605.75619674  0.00000119
 864  1566989605.75619912  1566989605.75620031  0.00000119
 865  1566989605.75620270  1566989605.75620389  0.00000119
 866  1566989605.75620604  1566989605.75620723  0.00000119
 867  1566989605.75620937  1566989605.75621057  0.00000119
 868  1566989605.75621271  1566989605.75621390  0.00000119
 869  1566989605.75621629  1566989605.75621748  0.00000119
 870  1566989605.75621986  1566989605.75622106  0.00000119
 871  1566989605.75622320  1566989605.75622463  0.00000143
 872  1566989605.75622702  1566989605.75622821  0.00000119
 873  1566989605.75623035  1566989605.75623155  0.00000119
 874  1566989605.75623393  1566989605.75623512  0.00000119
 875  1566989605.75623727  1566989605.75623846  0.00000119
 876  1566989605.75624084  1566989605.75624204  0.00000119
 877  1566989605.75624418  1566989605.75624537  0.00000119
 878  1566989605.75624776  1566989605.75624895  0.00000119
 879  1566989605.75625110  1566989605.75625229  0.00000119
 880  1566989605.75625467  1566989605.75625587  0.00000119
 881  1566989605.75625801  1566989605.75625920  0.00000119
 882  1566989605.75626159  1566989605.75626278  0.00000119
 883  1566989605.75626493  1566989605.75626636  0.00000143
 884  1566989605.75626850  1566989605.75626969  0.00000119
 885  1566989605.75627208  1566989605.75627327  0.00000119
 886  1566989605.75627565  1566989605.75627685  0.00000119
 887  1566989605.75627899  1566989605.75628042  0.00000143
 888  1566989605.75628281  1566989605.75628400  0.00000119
 889  1566989605.75628614  1566989605.75628734  0.00000119
 890  1566989605.75628972  1566989605.75629091  0.00000119
 891  1566989605.75629330  1566989605.75629449  0.00000119
 892  1566989605.75629663  1566989605.75629783  0.00000119
 893  1566989605.75630021  1566989605.75630164  0.00000143
 894  1566989605.75630403  1566989605.75630498  0.00000095
 895  1566989605.75630736  1566989605.75630856  0.00000119
 896  1566989605.75631070  1566989605.75631189  0.00000119
 897  1566989605.75631404  1566989605.75631523  0.00000119
 898  1566989605.75631762  1566989605.75631881  0.00000119
 899  1566989605.75632119  1566989605.75632238  0.00000119
 900  1566989605.75632453  1566989605.75632596  0.00000143
 901  1566989605.75633025  1566989605.75633144  0.00000119
 902  1566989605.75633383  1566989605.75633502  0.00000119
 903  1566989605.75633717  1566989605.75633836  0.00000119
 904  1566989605.75634074  1566989605.75634193  0.00000119
 905  1566989605.75634432  1566989605.75634551  0.00000119
 906  1566989605.75634766  1566989605.75634885  0.00000119
 907  1566989605.75635123  1566989605.75635242  0.00000119
 908  1566989605.75635481  1566989605.75635600  0.00000119
 909  1566989605.75635815  1566989605.75635934  0.00000119
 910  1566989605.75636172  1566989605.75636292  0.00000119
 911  1566989605.75636530  1566989605.75636649  0.00000119
 912  1566989605.75636888  1566989605.75637007  0.00000119
 913  1566989605.75637245  1566989605.75637364  0.00000119
 914  1566989605.75637579  1566989605.75637698  0.00000119
 915  1566989605.75637937  1566989605.75638056  0.00000119
 916  1566989605.75638294  1566989605.75638413  0.00000119
 917  1566989605.75638628  1566989605.75638747  0.00000119
 918  1566989605.75638986  1566989605.75639105  0.00000119
 919  1566989605.75639343  1566989605.75639462  0.00000119
 920  1566989605.75639677  1566989605.75639796  0.00000119
 921  1566989605.75640011  1566989605.75640130  0.00000119
 922  1566989605.75640345  1566989605.75640464  0.00000119
 923  1566989605.75640702  1566989605.75640821  0.00000119
 924  1566989605.75641036  1566989605.75641179  0.00000143
 925  1566989605.75641394  1566989605.75641513  0.00000119
 926  1566989605.75641751  1566989605.75641870  0.00000119
 927  1566989605.75642085  1566989605.75642228  0.00000143
 928  1566989605.75642443  1566989605.75642562  0.00000119
 929  1566989605.75642800  1566989605.75642920  0.00000119
 930  1566989605.75643158  1566989605.75643277  0.00000119
 931  1566989605.75643492  1566989605.75643611  0.00000119
 932  1566989605.75643826  1566989605.75643969  0.00000143
 933  1566989605.75644207  1566989605.75644302  0.00000095
 934  1566989605.75644541  1566989605.75644660  0.00000119
 935  1566989605.75644875  1566989605.75645018  0.00000143
 936  1566989605.75645232  1566989605.75645351  0.00000119
 937  1566989605.75645590  1566989605.75645733  0.00000143
 938  1566989605.75645947  1566989605.75646067  0.00000119
 939  1566989605.75646305  1566989605.75646424  0.00000119
 940  1566989605.75646639  1566989605.75646758  0.00000119
 941  1566989605.75646996  1566989605.75647116  0.00000119
 942  1566989605.75647330  1566989605.75647473  0.00000143
 943  1566989605.75647688  1566989605.75647807  0.00000119
 944  1566989605.75648046  1566989605.75648189  0.00000143
 945  1566989605.75648403  1566989605.75648522  0.00000119
 946  1566989605.75648761  1566989605.75648880  0.00000119
 947  1566989605.75649095  1566989605.75649214  0.00000119
 948  1566989605.75649452  1566989605.75649571  0.00000119
 949  1566989605.75649810  1566989605.75649929  0.00000119
 950  1566989605.75650144  1566989605.75650263  0.00000119
 951  1566989605.75650477  1566989605.75650597  0.00000119
 952  1566989605.75650835  1566989605.75650954  0.00000119
 953  1566989605.75651169  1566989605.75651312  0.00000143
 954  1566989605.75651550  1566989605.75651693  0.00000143
 955  1566989605.75651932  1566989605.75652075  0.00000143
 956  1566989605.75652313  1566989605.75652432  0.00000119
 957  1566989605.75652647  1566989605.75652766  0.00000119
 958  1566989605.75653005  1566989605.75653124  0.00000119
 959  1566989605.75653338  1566989605.75653458  0.00000119
 960  1566989605.75653696  1566989605.75653815  0.00000119
 961  1566989605.75654030  1566989605.75654149  0.00000119
 962  1566989605.75654387  1566989605.75654507  0.00000119
 963  1566989605.75654721  1566989605.75654864  0.00000143
 964  1566989605.75655079  1566989605.75655222  0.00000143
 965  1566989605.75655437  1566989605.75655556  0.00000119
 966  1566989605.75655794  1566989605.75655913  0.00000119
 967  1566989605.75656128  1566989605.75656271  0.00000143
 968  1566989605.75656509  1566989605.75656629  0.00000119
 969  1566989605.75656843  1566989605.75656962  0.00000119
 970  1566989605.75657439  1566989605.75657558  0.00000119
 971  1566989605.75657797  1566989605.75657916  0.00000119
 972  1566989605.75658154  1566989605.75658274  0.00000119
 973  1566989605.75658488  1566989605.75658607  0.00000119
 974  1566989605.75658846  1566989605.75658965  0.00000119
 975  1566989605.75659180  1566989605.75659323  0.00000143
 976  1566989605.75659537  1566989605.75659657  0.00000119
 977  1566989605.75659895  1566989605.75660014  0.00000119
 978  1566989605.75660253  1566989605.75660372  0.00000119
 979  1566989605.75660586  1566989605.75660706  0.00000119
 980  1566989605.75660920  1566989605.75661039  0.00000119
 981  1566989605.75661278  1566989605.75661397  0.00000119
 982  1566989605.75661635  1566989605.75661755  0.00000119
 983  1566989605.75661993  1566989605.75662088  0.00000095
 984  1566989605.75662327  1566989605.75662446  0.00000119
 985  1566989605.75662684  1566989605.75662804  0.00000119
 986  1566989605.75663018  1566989605.75663137  0.00000119
 987  1566989605.75663376  1566989605.75663495  0.00000119
 988  1566989605.75663710  1566989605.75663829  0.00000119
 989  1566989605.75664067  1566989605.75664186  0.00000119
 990  1566989605.75664401  1566989605.75664544  0.00000143
 991  1566989605.75664783  1566989605.75664902  0.00000119
 992  1566989605.75665116  1566989605.75665236  0.00000119
 993  1566989605.75665474  1566989605.75665593  0.00000119
 994  1566989605.75665832  1566989605.75665951  0.00000119
 995  1566989605.75666165  1566989605.75666285  0.00000119
 996  1566989605.75666523  1566989605.75666642  0.00000119
 997  1566989605.75666881  1566989605.75667000  0.00000119
 998  1566989605.75667238  1566989605.75667357  0.00000119
 999  1566989605.75667572  1566989605.75667691  0.00000119
1000  1566989605.75667930  1566989605.75668049  0.00000119
***************************************************

*** Avg round trip time = 1.262 microseconds
*** Avg one way latency = 0.631 microseconds
task 1 has started...
